OpportunityID,CustomerID,OpportunityName,Stage,ExpectedCloseDate,ExpectedRevenue,Owner,Probability
OPP285,CUST012,Envisioneer 24/365 Applications,Closed Won,2025-08-06,6841.65,Eric,90
OPP286,CUST012,Morph Rich Functionalities,Closed Lost,2025-11-22,16913.82,Andrew,10
OPP287,CUST020,Re-Intermediate Plug-And-Play Niches,Qualified,2025-09-26,1563.06,Alicia,10
OPP288,CUST010,Transform Integrated Models,Closed Won,2025-10-14,13411.34,Rachel,70
OPP289,CUST006,Envisioneer Dynamic Networks,Proposal,2025-09-18,6694.98,David,50
OPP290,CUST010,Incubate Revolutionary Interfaces,Lead,2025-12-02,15420.47,Kelsey,70
OPP291,CUST019,Architect Next-Generation E-Services,Qualified,2025-07-28,6467.69,Michelle,10
OPP292,CUST009,Engineer Turn-Key E-Commerce,Closed Won,2025-11-05,590.96,Oscar,30
OPP293,CUST009,Cultivate Front-End Vortals,Closed Lost,2025-08-31,7079.84,Steven,90
OPP294,CUST006,Strategize Next-Generation Metrics,Closed Won,2025-12-19,2970.04,Brian,90
OPP295,CUST020,Mesh Wireless Users,Negotiation,2025-10-13,6530.51,Carl,70
OPP296,CUST020,Optimize Magnetic Vortals,Closed Lost,2025-12-22,3922.74,Dawn,70
OPP297,CUST013,Maximize Frictionless Niches,Closed Won,2025-12-24,13300.46,Patrick,50
OPP298,CUST001,Harness Cross-Platform E-Commerce,Qualified,2025-07-19,4159.87,Christopher,50
OPP299,CUST004,Benchmark Holistic Supply-Chains,Lead,2025-09-28,18062.58,Darren,10
OPP300,CUST008,Transform Innovative Markets,Qualified,2025-07-14,3405.87,Christina,30
OPP301,CUST014,Incubate Granular Action-Items,Lead,2025-10-01,14448.44,Madison,30
OPP302,CUST015,Integrate E-Business E-Markets,Negotiation,2025-08-06,17040.85,Kelsey,30
OPP303,CUST014,Productize Bleeding-Edge Users,Closed Lost,2025-07-01,17103.48,Elijah,30
OPP304,CUST009,Synthesize Turn-Key Metrics,Closed Won,2025-08-16,16304.89,Alexandra,70
OPP305,CUST013,Leverage Vertical Web Services,Closed Lost,2025-07-08,19616.42,Nicholas,70
OPP306,CUST002,Generate 24/365 Architectures,Closed Lost,2025-10-02,12645.23,Kevin,50
OPP307,CUST020,Morph Impactful Solutions,Closed Lost,2025-12-18,9821.67,William,30
OPP308,CUST017,Monetize Visionary Initiatives,Proposal,2025-11-22,6575.62,Krista,50
OPP309,CUST014,Envisioneer 24/7 Deliverables,Proposal,2025-10-27,8291.22,Timothy,90
OPP310,CUST015,Mesh Viral Roi,Negotiation,2025-11-29,6853.77,Margaret,50
OPP311,CUST020,Architect Plug-And-Play Roi,Qualified,2025-09-23,7875.88,Alex,30
OPP312,CUST020,Disintermediate B2B Synergies,Negotiation,2025-08-22,6263.09,Elizabeth,70
OPP313,CUST008,Reinvent One-To-One Bandwidth,Closed Won,2025-10-06,17571.44,Stephen,90
OPP314,CUST020,Streamline Real-Time E-Business,Closed Lost,2025-12-16,19180.63,Amy,30
OPP315,CUST004,Enable Granular Bandwidth,Negotiation,2025-10-08,9757.27,Brandi,50
OPP316,CUST015,Enable Open-Source Methodologies,Negotiation,2025-11-09,10274.04,Philip,10
OPP317,CUST006,Mesh Intuitive Relationships,Closed Lost,2025-12-05,14300.6,David,50
OPP318,CUST007,Integrate Cross-Platform E-Commerce,Proposal,2025-10-30,15523.29,Joseph,10
OPP319,CUST010,Embrace Dynamic Web-Readiness,Closed Won,2025-10-26,4075.13,Charles,10
OPP320,CUST015,Harness E-Business Users,Lead,2025-09-21,12204.15,Carmen,70
OPP321,CUST011,Seize Dot-Com Supply-Chains,Lead,2025-08-06,9143.52,Michael,90
OPP322,CUST003,Target World-Class Experiences,Proposal,2025-11-05,13255.58,Crystal,30
OPP323,CUST020,Brand Dot-Com Functionalities,Proposal,2025-12-18,14560.6,Loretta,50
OPP324,CUST011,Extend Bricks-And-Clicks Synergies,Lead,2025-10-24,5378.89,Vanessa,90
OPP325,CUST001,Engage Plug-And-Play E-Commerce,Negotiation,2025-11-18,13302.89,Barry,70
OPP326,CUST006,Grow Turn-Key Relationships,Closed Lost,2025-10-26,9862.4,Steven,70
OPP327,CUST006,Scale Compelling Functionalities,Lead,2025-06-30,4909.57,Leroy,70
OPP328,CUST003,Engage Vertical E-Services,Proposal,2025-08-30,17889.44,Russell,10
OPP329,CUST018,Engineer Distributed Interfaces,Qualified,2025-12-08,13010.22,Vanessa,90
OPP330,CUST020,Brand Open-Source E-Services,Closed Won,2025-09-04,1238.01,Keith,50
OPP331,CUST011,Architect Distributed Content,Qualified,2025-12-10,19927.2,Timothy,30
OPP332,CUST015,Innovate Wireless Models,Closed Won,2025-11-16,15121.73,Elizabeth,90
OPP333,CUST017,Matrix Integrated Action-Items,Lead,2025-09-02,10636.86,Valerie,10
OPP334,CUST014,Utilize B2C Deliverables,Qualified,2025-07-29,3425.37,Anthony,10
OPP335,CUST015,Facilitate Bleeding-Edge Platforms,Closed Won,2025-09-19,9045.52,James,10
OPP336,CUST011,Utilize Vertical Eyeballs,Lead,2025-08-06,808.22,Matthew,30
OPP337,CUST005,Seize Efficient Experiences,Closed Won,2025-11-13,14620.07,Jonathan,30
OPP338,CUST013,Incubate Front-End Niches,Proposal,2025-09-18,3032.69,Eric,30
OPP339,CUST006,Drive Ubiquitous Web Services,Closed Won,2025-08-23,8290.81,Jared,30
OPP340,CUST010,Utilize Magnetic Schemas,Negotiation,2025-12-24,15262.76,Daniel,30
OPP341,CUST006,Optimize Holistic E-Business,Negotiation,2025-08-22,11839.04,Justin,90
OPP342,CUST006,Redefine Distributed Niches,Closed Won,2025-08-02,15811.09,Daniel,90
OPP343,CUST009,Envisioneer Wireless Mindshare,Negotiation,2025-11-17,2133.08,Kyle,10
OPP344,CUST012,Syndicate Holistic Supply-Chains,Closed Won,2025-12-01,4065.42,Elizabeth,10
OPP345,CUST004,Embrace 24/365 E-Commerce,Closed Won,2025-11-18,19092.67,Olivia,90
OPP346,CUST005,Cultivate 24/7 Functionalities,Lead,2025-10-06,11875.78,Laura,10
OPP347,CUST010,Morph Turn-Key Roi,Closed Won,2025-10-27,8318.31,April,90
OPP348,CUST004,Re-Intermediate Dynamic Models,Negotiation,2025-10-21,14882.14,Jonathan,90
OPP349,CUST006,Target E-Business Metrics,Proposal,2025-10-15,15100.26,Corey,50
OPP350,CUST016,Deploy Dynamic Eyeballs,Closed Won,2025-09-30,2937.94,Eric,50
OPP351,CUST012,E-Enable One-To-One Paradigms,Closed Lost,2025-11-26,11779.91,Julie,50
OPP352,CUST014,Mesh Turn-Key Channels,Lead,2025-08-03,18370.6,Robert,10
OPP353,CUST009,Exploit Turn-Key E-Services,Closed Won,2025-10-12,4740.26,Rose,30
OPP354,CUST020,Whiteboard B2C Infrastructures,Qualified,2025-08-17,18774.9,Austin,90
OPP355,CUST002,Visualize Ubiquitous Content,Lead,2025-09-19,10446.34,Darryl,50
OPP356,CUST014,Harness Dynamic E-Commerce,Negotiation,2025-11-10,9970.87,Jonathan,90
OPP357,CUST017,Extend World-Class Convergence,Qualified,2025-10-20,14758.07,Charles,10
OPP358,CUST020,Whiteboard Holistic Markets,Closed Won,2025-12-08,15693.64,April,90
OPP359,CUST016,Utilize Holistic Applications,Negotiation,2025-09-28,12749.46,Tonya,10
OPP360,CUST014,Envisioneer Transparent Metrics,Qualified,2025-09-25,15276.57,Morgan,50
OPP361,CUST002,Re-Contextualize Interactive Networks,Closed Won,2025-12-03,15658.34,Sabrina,50
OPP362,CUST002,Visualize Integrated Networks,Closed Lost,2025-10-03,2101.23,Kimberly,30
OPP363,CUST019,Aggregate Intuitive E-Commerce,Negotiation,2025-08-24,4906.94,Ashley,50
OPP364,CUST020,Re-Contextualize Transparent Methodologies,Closed Won,2025-08-24,17092.0,Zachary,50
OPP365,CUST019,Maximize Value-Added Markets,Closed Lost,2025-09-05,10894.39,Michelle,30
OPP366,CUST002,Transform 24/365 Info-Mediaries,Lead,2025-12-03,9532.48,Chad,30
OPP367,CUST017,Seize Next-Generation Partnerships,Proposal,2025-08-24,8931.16,Grant,30
OPP368,CUST001,Whiteboard Intuitive Vortals,Negotiation,2025-07-27,6811.8,Sarah,90
OPP369,CUST007,Brand Mission-Critical E-Commerce,Closed Won,2025-07-14,831.95,Jack,90
OPP370,CUST013,Generate Synergistic Metrics,Negotiation,2025-08-22,19770.03,Christy,10
OPP371,CUST014,Brand Front-End E-Commerce,Qualified,2025-08-05,18964.66,Steven,30
OPP372,CUST009,Facilitate Sticky Models,Qualified,2025-07-25,8066.46,Jillian,70
OPP373,CUST014,Redefine Proactive Users,Negotiation,2025-07-26,6450.7,Jerry,30
OPP374,CUST019,Visualize Next-Generation Roi,Proposal,2025-11-14,7124.35,Jaime,90
OPP375,CUST018,Drive Cutting-Edge Methodologies,Closed Won,2025-09-08,4176.24,Kathryn,90
OPP376,CUST004,Cultivate Holistic Initiatives,Lead,2025-09-24,4684.66,David,50
OPP377,CUST016,Brand Best-Of-Breed Portals,Qualified,2025-10-05,4121.54,Misty,90
OPP378,CUST011,Enable Next-Generation Supply-Chains,Closed Won,2025-07-25,3017.23,Brandon,70
OPP379,CUST020,Utilize One-To-One Systems,Negotiation,2025-08-27,10013.98,Brittany,10
OPP380,CUST014,Deliver Front-End Methodologies,Qualified,2025-09-14,17571.38,Emily,90
OPP381,CUST011,Iterate Extensible Users,Closed Won,2025-11-02,1159.28,Virginia,70
OPP382,CUST012,Exploit 24/365 Networks,Closed Won,2025-08-13,1023.02,Tamara,10
OPP383,CUST019,Drive Extensible Roi,Closed Won,2025-07-12,10823.28,Hannah,10
OPP384,CUST005,Matrix Interactive E-Business,Closed Lost,2025-09-26,15999.27,Beverly,90
OPP385,CUST005,Disintermediate Revolutionary Vortals,Proposal,2025-12-27,9177.55,Alexa,10
OPP386,CUST005,Scale Rich Synergies,Closed Won,2025-09-17,14045.58,Stephanie,70
OPP387,CUST004,Mesh Wireless Networks,Proposal,2025-07-16,16626.05,Christian,10
OPP388,CUST005,Re-Contextualize Bricks-And-Clicks Action-Items,Negotiation,2025-12-12,17766.48,Dana,10
OPP389,CUST012,Optimize Open-Source Deliverables,Closed Won,2025-09-11,5100.95,John,70
OPP390,CUST003,Enhance Front-End Paradigms,Closed Lost,2025-12-23,17666.8,Heather,90
OPP391,CUST008,Seize Mission-Critical Communities,Proposal,2025-08-06,4066.08,Jeremy,10
OPP392,CUST007,Extend Virtual Initiatives,Closed Won,2025-08-20,17802.49,Jessica,10
OPP393,CUST003,Drive Value-Added Supply-Chains,Proposal,2025-09-04,665.64,Edward,10
OPP394,CUST002,Incentivize Bricks-And-Clicks Initiatives,Closed Won,2025-12-29,14554.94,Julie,70
OPP395,CUST018,Unleash 24/365 E-Business,Lead,2025-09-23,7279.96,Lacey,50
OPP396,CUST003,Benchmark Dynamic E-Commerce,Closed Lost,2025-08-08,9899.48,David,10
OPP397,CUST006,Implement One-To-One Infrastructures,Closed Won,2025-11-03,9712.94,Timothy,30
OPP398,CUST007,Facilitate Dot-Com E-Markets,Lead,2025-08-02,1972.71,Pam,50
OPP399,CUST002,Benchmark Magnetic Models,Closed Lost,2025-09-24,10102.94,Kyle,70
OPP400,CUST004,Implement Front-End Paradigms,Qualified,2025-10-31,18366.2,Luis,90
OPP401,CUST006,Productize Strategic Supply-Chains,Lead,2025-10-12,6385.05,Jermaine,30
OPP402,CUST009,Envisioneer Open-Source Architectures,Negotiation,2025-11-26,16906.07,Anna,50
OPP403,CUST015,Maximize Bricks-And-Clicks Info-Mediaries,Negotiation,2025-07-05,14364.35,Andre,30
OPP404,CUST002,Innovate Bricks-And-Clicks Portals,Closed Won,2025-07-23,11049.86,Tracy,50
OPP405,CUST016,Transform Turn-Key E-Services,Closed Won,2025-10-10,9747.04,Justin,50
OPP406,CUST019,Repurpose Best-Of-Breed Synergies,Closed Won,2025-10-22,6027.35,Mary,50
OPP407,CUST004,Reinvent Sticky Channels,Negotiation,2025-07-06,10267.66,Robert,30
OPP408,CUST002,Extend Back-End Methodologies,Qualified,2025-06-30,18607.88,Jasmine,70
OPP409,CUST014,Engineer Collaborative E-Services,Qualified,2025-09-29,13258.65,Melissa,10
OPP410,CUST010,Seize Distributed Partnerships,Closed Won,2025-08-14,11932.96,Destiny,30
OPP411,CUST010,Redefine Bricks-And-Clicks Interfaces,Lead,2025-08-22,17816.85,Cynthia,10
OPP412,CUST012,Synergize Extensible Solutions,Lead,2025-07-28,3736.71,Dennis,10
OPP413,CUST004,Innovate Dynamic Networks,Closed Won,2025-12-12,8366.67,Perry,90
OPP414,CUST012,Morph One-To-One E-Commerce,Closed Won,2025-10-28,14287.3,Jessica,10
OPP415,CUST011,Enhance B2C Mindshare,Negotiation,2025-12-24,16115.03,Heather,90
OPP416,CUST008,Cultivate Holistic Architectures,Qualified,2025-11-23,14175.59,Erin,50
OPP417,CUST004,Engineer B2B Paradigms,Proposal,2025-08-26,5498.76,Jerry,10
OPP418,CUST007,Mesh Cutting-Edge Infrastructures,Proposal,2025-11-13,12367.52,Joseph,50
OPP419,CUST017,Embrace Open-Source Convergence,Qualified,2025-10-20,13066.13,Lindsay,30
OPP420,CUST014,Re-Intermediate Next-Generation Models,Lead,2025-07-17,2429.22,Angel,10
OPP421,CUST008,Enhance Vertical Platforms,Lead,2025-09-14,3667.1,Laura,30
OPP422,CUST010,Maximize Frictionless Roi,Lead,2025-09-23,5528.67,Samuel,70
OPP423,CUST009,Extend Dynamic Technologies,Negotiation,2025-07-27,14960.0,Benjamin,50
OPP424,CUST007,Strategize World-Class Niches,Qualified,2025-08-23,11161.25,Kelly,90
OPP425,CUST012,Integrate 24/7 Convergence,Qualified,2025-07-29,4519.0,Jessica,90
OPP426,CUST010,Maximize Bleeding-Edge Networks,Qualified,2025-12-05,5533.54,Kenneth,10
OPP427,CUST015,Utilize Open-Source Models,Qualified,2025-07-25,17267.34,Michelle,90
OPP428,CUST008,Grow Efficient Bandwidth,Qualified,2025-11-06,5883.45,Cassandra,30
OPP429,CUST006,Synthesize Holistic Platforms,Qualified,2025-11-21,8579.12,Rhonda,70
OPP430,CUST010,Cultivate Back-End Web-Readiness,Closed Lost,2025-11-30,14752.92,Gregory,30
OPP431,CUST017,Embrace Scalable Roi,Qualified,2025-07-22,14443.65,Tabitha,70
OPP432,CUST010,Deliver Vertical Partnerships,Lead,2025-10-10,7317.32,Russell,90
OPP433,CUST006,Unleash Proactive E-Markets,Lead,2025-11-12,19242.4,Katherine,30
OPP434,CUST007,Scale Next-Generation E-Tailers,Qualified,2025-12-23,5690.48,David,50
OPP435,CUST008,Incubate Value-Added Convergence,Qualified,2025-10-14,16283.02,Katherine,50
OPP436,CUST002,Mesh Customized Paradigms,Negotiation,2025-07-20,7263.12,Jason,50
OPP437,CUST004,Seize Innovative Eyeballs,Lead,2025-12-19,12055.94,Robin,50
OPP438,CUST013,Iterate Seamless Models,Lead,2025-10-10,10822.8,Andrew,70
OPP439,CUST019,Reinvent Compelling Action-Items,Qualified,2025-07-11,11650.55,Mary,30
OPP440,CUST012,Matrix Frictionless E-Tailers,Closed Lost,2025-11-15,19404.54,Pamela,10
OPP441,CUST003,Transition Dot-Com Roi,Proposal,2025-12-17,10806.86,Debbie,70
OPP442,CUST015,Extend End-To-End Content,Proposal,2025-10-12,11311.45,Alexis,10
OPP443,CUST003,Redefine Front-End Channels,Proposal,2025-09-28,13966.38,Sydney,50
OPP444,CUST018,Optimize Intuitive Mindshare,Lead,2025-09-15,565.75,Teresa,50
OPP445,CUST019,Grow Strategic Channels,Closed Won,2025-11-17,1382.18,Alexis,10
OPP446,CUST004,Disintermediate Visionary E-Tailers,Lead,2025-11-13,19570.48,Melissa,50
OPP447,CUST007,Aggregate Scalable Web-Readiness,Negotiation,2025-07-06,3696.78,Connie,70
OPP448,CUST018,Leverage Innovative Convergence,Closed Lost,2025-09-23,19360.6,John,10
OPP449,CUST005,Deliver Value-Added Metrics,Closed Won,2025-11-28,14842.91,Michael,30
OPP450,CUST001,Evolve Plug-And-Play E-Commerce,Qualified,2025-08-15,7096.28,Kenneth,90
OPP451,CUST007,Maximize Robust Supply-Chains,Proposal,2025-07-10,9075.24,Nicholas,10
OPP452,CUST018,Optimize Global Web-Readiness,Lead,2025-09-27,2477.37,Evan,70
OPP453,CUST013,E-Enable Efficient Functionalities,Qualified,2025-11-06,13366.97,Brian,10
OPP454,CUST003,Innovate Visionary Convergence,Closed Won,2025-11-12,14252.11,Lawrence,70
OPP455,CUST010,Re-Contextualize Back-End Convergence,Proposal,2025-09-27,15247.9,David,70
OPP456,CUST017,Repurpose Granular Partnerships,Proposal,2025-10-25,11044.29,Blake,90
OPP457,CUST014,Architect Bleeding-Edge Convergence,Proposal,2025-07-25,1371.89,Bill,30
OPP458,CUST003,Engineer Seamless Communities,Closed Won,2025-11-09,2685.8,Sharon,70
OPP459,CUST004,Empower Open-Source Solutions,Closed Lost,2025-08-19,4728.71,Anthony,70
OPP460,CUST005,Reinvent Collaborative Technologies,Closed Won,2025-09-29,883.38,Jeffrey,30
OPP461,CUST013,Whiteboard Proactive Convergence,Lead,2025-08-30,19922.61,Brandy,50
OPP462,CUST011,Facilitate Synergistic E-Tailers,Proposal,2025-08-18,2403.19,Jacob,30
OPP463,CUST015,Matrix Magnetic Architectures,Proposal,2025-07-03,2491.03,Alexandra,50
OPP464,CUST013,Reinvent Bricks-And-Clicks Niches,Lead,2025-11-10,8474.9,Tiffany,30
OPP465,CUST013,Deliver Leading-Edge Paradigms,Negotiation,2025-08-21,14673.25,Julie,10
OPP466,CUST007,Drive Seamless E-Markets,Closed Won,2025-10-25,9998.5,Philip,70
OPP467,CUST005,Monetize Killer Mindshare,Closed Lost,2025-11-19,5588.14,Lisa,50
OPP468,CUST008,Expedite Proactive Networks,Negotiation,2025-10-07,7193.44,Stanley,90
OPP469,CUST019,Expedite Leading-Edge Content,Closed Won,2025-11-21,14544.39,Janet,90
OPP470,CUST007,Reinvent B2B Markets,Negotiation,2025-09-16,12603.03,Sara,10
OPP471,CUST017,Productize Strategic Vortals,Lead,2025-08-09,676.93,Kevin,50
OPP472,CUST003,Scale Back-End Channels,Negotiation,2025-11-03,10334.08,Devin,10
OPP473,CUST006,Orchestrate Seamless Networks,Negotiation,2025-07-25,10329.9,Melissa,30
OPP474,CUST009,Syndicate Front-End Metrics,Lead,2025-11-27,15414.08,Jonathan,90
OPP475,CUST012,Transition Cutting-Edge E-Business,Lead,2025-10-31,4474.56,Scott,50
OPP476,CUST010,Seize Distributed Networks,Proposal,2025-10-27,8853.13,Summer,70
OPP477,CUST005,Utilize End-To-End Niches,Closed Won,2025-07-08,2126.21,Crystal,30
OPP478,CUST019,Generate Magnetic Web-Readiness,Closed Won,2025-07-23,16675.32,Patrick,10
OPP479,CUST013,Whiteboard One-To-One E-Commerce,Proposal,2025-07-20,18271.6,Christopher,30
OPP480,CUST012,Whiteboard Cross-Platform Methodologies,Lead,2025-10-31,19023.67,Anna,70
OPP481,CUST009,Deliver Cross-Media Synergies,Closed Lost,2025-10-17,2112.22,Alicia,90
OPP482,CUST006,Deliver B2C Niches,Proposal,2025-09-09,12169.38,Christopher,50
OPP483,CUST020,Brand World-Class Infrastructures,Closed Lost,2025-07-11,1196.08,Diane,10
OPP484,CUST020,E-Enable E-Business Paradigms,Lead,2025-07-30,4148.84,Brandi,10
OPP485,CUST004,Iterate Real-Time Experiences,Qualified,2025-09-28,9185.6,Frederick,50
OPP486,CUST003,Incubate Compelling Niches,Closed Won,2025-07-13,4246.14,Wayne,70
OPP487,CUST010,Cultivate Best-Of-Breed E-Services,Qualified,2025-07-17,16113.53,Connie,30
OPP488,CUST010,Transition Web-Enabled Eyeballs,Negotiation,2025-12-11,3543.0,Louis,50
OPP489,CUST013,Whiteboard Global Paradigms,Qualified,2025-09-30,19910.22,Timothy,90
OPP490,CUST014,Repurpose Dynamic Solutions,Qualified,2025-12-03,11513.9,John,50
OPP491,CUST004,Mesh Vertical Niches,Proposal,2025-11-06,4829.63,Mary,50
OPP492,CUST002,Engineer Mission-Critical Initiatives,Closed Lost,2025-10-29,12962.91,Anthony,70
OPP493,CUST002,Aggregate Robust Networks,Closed Lost,2025-11-27,16905.77,William,30
OPP494,CUST014,Benchmark Back-End Communities,Closed Lost,2025-09-20,8391.44,Cassandra,30
OPP495,CUST001,Leverage Web-Enabled Portals,Proposal,2025-10-05,13642.46,Kimberly,70
OPP496,CUST013,Reinvent Back-End Interfaces,Qualified,2025-12-01,17674.99,Jeremy,70
OPP497,CUST013,Orchestrate Cross-Platform Schemas,Lead,2025-12-11,17999.8,Robert,50
OPP498,CUST001,Drive Global Action-Items,Negotiation,2025-10-27,3349.22,Tyler,30
OPP499,CUST020,Monetize User-Centric Architectures,Closed Lost,2025-11-08,13348.24,Sue,50
OPP500,CUST001,Incentivize Real-Time Systems,Qualified,2025-09-16,7544.97,Susan,50
OPP501,CUST007,Seize Revolutionary Deliverables,Negotiation,2025-07-27,2420.1,Ashley,30
OPP502,CUST008,Strategize Integrated Action-Items,Proposal,2025-12-02,10953.63,James,90
OPP503,CUST001,Synergize Turn-Key Technologies,Lead,2025-09-24,18160.62,Veronica,50
OPP504,CUST017,Incubate Bleeding-Edge E-Services,Proposal,2025-12-27,13022.81,Brian,50
OPP505,CUST009,Engage Rich Deliverables,Closed Lost,2025-11-27,13920.13,Charlotte,50
OPP506,CUST009,Synergize Frictionless Systems,Closed Won,2025-09-07,3661.0,Douglas,50
OPP507,CUST016,Repurpose Synergistic Systems,Proposal,2025-08-22,9040.28,Alexis,30
OPP508,CUST011,Envisioneer Innovative Action-Items,Proposal,2025-08-21,16156.18,Amanda,50
OPP509,CUST005,Reinvent Robust E-Markets,Closed Lost,2025-10-23,12315.53,Cody,30
OPP510,CUST017,Matrix Enterprise Partnerships,Closed Won,2025-09-12,3422.46,Matthew,30
OPP511,CUST006,Repurpose Dot-Com Supply-Chains,Closed Won,2025-12-20,844.33,James,10
OPP512,CUST013,Strategize Holistic Synergies,Lead,2025-10-31,15263.06,Monica,50
OPP513,CUST020,Implement Seamless Niches,Closed Won,2025-09-03,5874.12,Timothy,30
OPP514,CUST019,Benchmark Granular Synergies,Negotiation,2025-11-08,13823.37,Jordan,10
OPP515,CUST009,Incentivize Value-Added Schemas,Closed Lost,2025-08-27,2723.87,Virginia,50
OPP516,CUST007,Whiteboard Revolutionary Models,Lead,2025-07-22,9815.04,Jessica,30
OPP517,CUST012,Incubate Open-Source Systems,Qualified,2025-12-02,17769.39,Carlos,30
OPP518,CUST005,Seize Cutting-Edge Functionalities,Qualified,2025-10-20,10902.61,Brittany,50
OPP519,CUST008,Deliver Revolutionary Eyeballs,Closed Won,2025-07-28,13587.63,James,90
OPP520,CUST006,Matrix Synergistic Relationships,Closed Won,2025-10-17,15806.81,Ann,90
OPP521,CUST001,Enable Real-Time E-Markets,Closed Won,2025-10-31,3644.45,Rachel,10
OPP522,CUST003,Streamline Wireless Web-Readiness,Negotiation,2025-07-12,3448.2,Jerry,30
OPP523,CUST019,Implement Holistic Metrics,Lead,2025-08-03,2503.75,Cynthia,50
OPP524,CUST004,Unleash Out-Of-The-Box E-Business,Proposal,2025-10-19,15480.04,Samantha,10
OPP525,CUST003,Enhance Strategic Web Services,Qualified,2025-07-13,13033.64,Kayla,50
OPP526,CUST009,Extend Impactful Infrastructures,Lead,2025-12-05,12039.93,Alexis,90
OPP527,CUST019,Monetize Front-End Supply-Chains,Proposal,2025-07-27,6143.63,Richard,90
OPP528,CUST006,Repurpose Clicks-And-Mortar Infrastructures,Lead,2025-11-06,4479.97,Ashley,30
OPP529,CUST007,Enhance Cross-Platform Markets,Qualified,2025-08-11,6094.92,Jaclyn,50
OPP530,CUST019,Target User-Centric Portals,Lead,2025-12-24,17496.82,Stephanie,10
OPP531,CUST018,Engage Sticky Deliverables,Proposal,2025-08-10,17856.41,Dustin,50
OPP532,CUST013,Maximize Virtual Deliverables,Lead,2025-09-26,13276.61,Bailey,70
OPP533,CUST013,Aggregate 24/365 Paradigms,Proposal,2025-12-19,19021.44,Gina,90
OPP534,CUST009,Evolve Best-Of-Breed E-Tailers,Lead,2025-08-12,14302.34,Carlos,30
OPP535,CUST003,Engineer B2B Technologies,Closed Won,2025-11-25,9656.5,Dylan,50
OPP536,CUST009,Benchmark B2B E-Business,Qualified,2025-08-19,14797.59,Kimberly,50
OPP537,CUST004,Facilitate Extensible Deliverables,Negotiation,2025-08-03,11900.07,Michael,10
OPP538,CUST012,Envisioneer 24/365 Schemas,Qualified,2025-08-26,2086.94,Vanessa,30
OPP539,CUST002,Whiteboard E-Business E-Markets,Lead,2025-08-11,11544.61,Kristin,10
OPP540,CUST005,Orchestrate Granular Communities,Closed Lost,2025-10-12,6881.36,Robert,30
OPP541,CUST017,Synergize Clicks-And-Mortar Portals,Qualified,2025-09-06,10266.26,Kaitlyn,90
OPP542,CUST006,Target Interactive Initiatives,Lead,2025-10-14,14237.2,Mary,70
OPP543,CUST012,Innovate Cross-Media Initiatives,Lead,2025-09-29,5864.97,Shannon,30
OPP544,CUST020,Strategize Rich Web-Readiness,Qualified,2025-10-17,7861.44,Jonathan,30
OPP545,CUST011,Implement 24/365 Content,Lead,2025-08-31,12695.39,Renee,10
OPP546,CUST014,Morph Bricks-And-Clicks Users,Qualified,2025-08-17,10806.1,Brett,70
OPP547,CUST013,Syndicate Enterprise Niches,Closed Won,2025-12-28,7592.55,Samuel,90
OPP548,CUST020,Leverage Clicks-And-Mortar Action-Items,Qualified,2025-09-13,13520.98,Timothy,50
OPP549,CUST015,Drive World-Class Niches,Lead,2025-07-13,5623.27,Nicole,30
OPP550,CUST003,Re-Contextualize Efficient Models,Negotiation,2025-10-20,7096.06,Hector,30
OPP551,CUST008,Revolutionize Vertical Users,Lead,2025-07-27,3085.44,Timothy,50
OPP552,CUST010,Scale Killer Schemas,Closed Lost,2025-12-06,6681.58,Rebekah,70
OPP553,CUST009,Synthesize Enterprise Networks,Negotiation,2025-09-18,16335.33,Kaitlyn,70
OPP554,CUST010,Unleash Synergistic E-Services,Negotiation,2025-11-02,6368.81,Philip,30
OPP555,CUST018,Leverage World-Class Systems,Proposal,2025-11-05,13938.55,Andrea,50
OPP556,CUST020,Enable Wireless E-Business,Proposal,2025-09-29,15515.11,Veronica,70
OPP557,CUST019,Empower Scalable Initiatives,Lead,2025-07-09,5774.37,Tiffany,50
OPP558,CUST004,Deploy E-Business Communities,Negotiation,2025-12-08,5750.28,Angela,50
OPP559,CUST015,Matrix Interactive Networks,Proposal,2025-10-05,18905.69,Andrea,90
OPP560,CUST004,Expedite 24/365 Markets,Lead,2025-08-22,16114.9,Michael,10
OPP561,CUST004,Utilize 24/7 Niches,Lead,2025-11-15,19963.05,Austin,90
OPP562,CUST012,Extend B2B Web-Readiness,Closed Won,2025-10-28,7073.9,Erika,70
OPP563,CUST006,Repurpose Cross-Platform E-Commerce,Closed Won,2025-07-19,13634.66,Lucas,10
OPP564,CUST006,Extend 24/365 E-Tailers,Negotiation,2025-11-09,616.91,Anna,30
OPP565,CUST003,Benchmark Rich E-Business,Closed Lost,2025-07-01,18024.34,Jesse,70
OPP566,CUST004,Brand Synergistic Solutions,Qualified,2025-12-29,13199.16,Sylvia,30
OPP567,CUST014,Harness B2B Web-Readiness,Closed Lost,2025-11-10,19510.54,Beth,10
OPP568,CUST010,Deploy Extensible Systems,Closed Won,2025-09-03,5684.25,Charles,10
OPP569,CUST011,Matrix Strategic Schemas,Closed Lost,2025-11-09,14267.71,Kevin,10
OPP570,CUST006,Extend Web-Enabled Architectures,Closed Won,2025-11-25,9097.12,Christy,70
OPP571,CUST011,Matrix Frictionless Bandwidth,Negotiation,2025-10-04,5052.48,Daniel,10
