TransactionID,Date,AccountCode,Amount,Currency,CustomerID
1677,2020-01-31,6000,761.43,EUR,CUST004
1678,2020-09-18,7000,1465.07,EUR,CUST009
1679,2024-10-19,7000,588.11,EUR,CUST007
1680,2020-04-27,7000,1895.53,EUR,CUST006
1681,2020-01-09,6000,2983.16,EUR,CUST019
1682,2025-05-12,7000,1135.59,EUR,CUST013
1683,2024-08-12,7000,900.84,EUR,CUST016
1684,2021-02-04,7000,4781.28,EUR,CUST007
1685,2021-02-07,6000,1453.36,EUR,CUST019
1686,2020-06-20,7000,2692.47,EUR,CUST009
1687,2020-04-16,7000,313.75,EUR,CUST010
1688,2021-09-09,7000,3368.11,EUR,CUST002
1689,2020-06-17,7000,3337.38,EUR,CUST009
1690,2022-12-16,7000,375.39,EUR,CUST018
1691,2021-06-10,7000,4472.26,EUR,CUST013
1692,2020-06-17,7000,403.55,EUR,CUST019
1693,2021-09-30,7000,1635.35,EUR,CUST018
1694,2024-11-11,7000,441.41,EUR,CUST006
1695,2023-03-26,6000,2111.67,EUR,CUST020
1696,2024-07-23,6000,2864.74,EUR,CUST007
1697,2022-05-25,7000,3302.68,EUR,CUST005
1698,2023-01-08,7000,613.11,EUR,CUST001
1699,2021-01-09,6000,3123.15,EUR,CUST002
1700,2024-12-18,7000,4840.51,EUR,CUST008
1701,2023-07-18,6000,3706.42,EUR,CUST014
1702,2021-06-30,6000,4789.98,EUR,CUST011
1703,2025-09-23,6000,2198.09,EUR,CUST013
1704,2025-06-25,7000,110.15,EUR,CUST020
1705,2020-05-28,6000,579.44,EUR,CUST020
1706,2024-07-20,7000,4454.27,EUR,CUST005
1707,2025-07-26,7000,4718.24,EUR,CUST013
1708,2021-12-17,6000,1050.21,EUR,CUST006
1709,2021-01-11,7000,2982.64,EUR,CUST011
1710,2023-08-10,7000,4894.08,EUR,CUST017
1711,2023-10-03,7000,4707.94,EUR,CUST005
1712,2022-12-17,7000,2622.34,EUR,CUST015
1713,2025-05-20,7000,3030.61,EUR,CUST010
1714,2021-06-27,7000,4039.98,EUR,CUST016
1715,2020-08-27,6000,2914.17,EUR,CUST004
1716,2021-06-02,6000,2317.54,EUR,CUST014
1717,2022-08-22,6000,2887.73,EUR,CUST002
1718,2025-02-28,6000,2657.45,EUR,CUST010
1719,2020-02-22,6000,707.44,EUR,CUST006
1720,2024-10-07,6000,3222.75,EUR,CUST004
1721,2023-03-09,7000,223.11,EUR,CUST011
1722,2025-09-04,6000,4598.83,EUR,CUST007
1723,2025-04-22,7000,1002.11,EUR,CUST006
1724,2021-02-16,7000,4844.64,EUR,CUST013
1725,2025-01-01,6000,4088.42,EUR,CUST001
1726,2023-08-30,7000,143.0,EUR,CUST020
1727,2021-10-22,7000,431.98,EUR,CUST008
1728,2021-04-23,6000,3682.27,EUR,CUST012
1729,2024-10-17,7000,1618.49,EUR,CUST014
1730,2025-09-27,7000,1581.82,EUR,CUST001
1731,2020-07-16,7000,4170.47,EUR,CUST004
1732,2022-11-12,6000,1452.49,EUR,CUST015
1733,2023-09-14,6000,988.65,EUR,CUST013
1734,2020-05-14,7000,1850.55,EUR,CUST009
1735,2024-04-18,6000,4070.26,EUR,CUST017
1736,2023-03-02,6000,1851.04,EUR,CUST006
1737,2025-05-09,6000,1528.15,EUR,CUST011
1738,2021-01-11,7000,3480.33,EUR,CUST005
1739,2022-06-25,6000,4641.05,EUR,CUST006
1740,2022-01-14,7000,579.73,EUR,CUST007
1741,2025-03-31,6000,4005.1,EUR,CUST010
1742,2022-05-09,6000,742.91,EUR,CUST017
1743,2025-02-24,6000,779.7,EUR,CUST006
1744,2021-12-08,7000,2042.92,EUR,CUST008
1745,2023-07-18,7000,1205.51,EUR,CUST014
1746,2025-02-15,6000,4264.91,EUR,CUST013
1747,2022-06-04,7000,1818.95,EUR,CUST007
1748,2024-03-28,6000,1441.26,EUR,CUST009
1749,2024-06-07,6000,3867.29,EUR,CUST004
1750,2021-02-24,6000,3053.77,EUR,CUST018
1751,2021-02-14,6000,3217.99,EUR,CUST001
1752,2025-07-04,6000,1972.84,EUR,CUST013
1753,2022-01-10,6000,304.62,EUR,CUST020
1754,2025-09-10,6000,3812.51,EUR,CUST018
1755,2024-04-23,7000,4155.62,EUR,CUST010
1756,2025-04-28,6000,3561.32,EUR,CUST005
1757,2024-06-22,6000,4799.91,EUR,CUST015
1758,2024-02-05,6000,1869.57,EUR,CUST011
1759,2021-09-22,7000,677.95,EUR,CUST011
1760,2025-02-17,6000,2955.5,EUR,CUST008
1761,2024-03-06,7000,2862.82,EUR,CUST001
1762,2025-07-05,7000,4121.07,EUR,CUST009
1763,2024-07-20,7000,2808.67,EUR,CUST013
1764,2021-01-29,6000,1426.04,EUR,CUST018
1765,2020-04-24,7000,2765.57,EUR,CUST019
1766,2024-09-08,6000,1885.35,EUR,CUST002
1767,2024-11-02,6000,4256.8,EUR,CUST001
1768,2022-06-02,7000,3664.09,EUR,CUST014
1769,2019-11-26,6000,1969.86,EUR,CUST009
1770,2022-12-25,6000,3777.57,EUR,CUST019
1771,2023-03-15,6000,4175.13,EUR,CUST018
1772,2021-01-21,6000,4937.34,EUR,CUST004
1773,2024-12-12,6000,1102.66,EUR,CUST020
1774,2023-04-03,7000,1418.72,EUR,CUST017
1775,2022-11-12,6000,3239.66,EUR,CUST007
1776,2024-03-08,6000,3020.18,EUR,CUST010
1777,2024-05-05,7000,1622.16,EUR,CUST006
1778,2020-11-13,7000,4102.13,EUR,CUST017
1779,2019-11-20,6000,4625.57,EUR,CUST014
1780,2023-06-10,7000,3954.27,EUR,CUST003
1781,2021-11-03,7000,3671.33,EUR,CUST016
1782,2023-04-22,7000,2506.46,EUR,CUST010
1783,2025-03-04,6000,1751.27,EUR,CUST009
1784,2025-04-19,6000,4162.39,EUR,CUST008
1785,2023-11-15,6000,3713.16,EUR,CUST006
1786,2023-08-30,6000,786.94,EUR,CUST003
1787,2025-06-09,6000,4759.02,EUR,CUST016
1788,2022-10-24,6000,3192.35,EUR,CUST019
1789,2021-02-04,7000,3755.88,EUR,CUST019
1790,2022-07-23,7000,1722.89,EUR,CUST005
1791,2019-12-25,6000,4825.72,EUR,CUST003
1792,2021-09-13,7000,3179.07,EUR,CUST004
1793,2021-03-28,7000,3785.61,EUR,CUST014
1794,2021-02-02,7000,1344.7,EUR,CUST002
1795,2025-04-21,6000,1220.97,EUR,CUST007
1796,2022-02-09,7000,3651.79,EUR,CUST019
1797,2022-12-29,7000,859.69,EUR,CUST013
1798,2022-02-22,7000,4889.2,EUR,CUST019
1799,2023-09-04,6000,1943.52,EUR,CUST019
1800,2021-09-07,7000,631.37,EUR,CUST011
1801,2021-03-01,7000,2422.85,EUR,CUST013
1802,2022-06-23,6000,3103.21,EUR,CUST016
1803,2024-03-27,6000,4734.9,EUR,CUST015
1804,2023-12-29,7000,1818.25,EUR,CUST010
1805,2021-01-24,6000,3005.15,EUR,CUST009
1806,2023-11-16,7000,3650.12,EUR,CUST001
1807,2023-08-27,6000,4509.03,EUR,CUST004
1808,2023-06-28,7000,864.29,EUR,CUST018
1809,2023-09-22,7000,126.76,EUR,CUST007
1810,2022-08-19,6000,1259.63,EUR,CUST009
1811,2025-01-02,6000,4317.54,EUR,CUST015
1812,2020-11-17,7000,2592.13,EUR,CUST004
1813,2021-09-26,7000,4464.31,EUR,CUST001
1814,2023-07-09,7000,4609.68,EUR,CUST003
1815,2020-08-18,6000,1823.44,EUR,CUST009
1816,2021-01-03,7000,1028.19,EUR,CUST009
1817,2020-09-22,7000,2053.41,EUR,CUST001
1818,2021-04-25,6000,3530.22,EUR,CUST012
1819,2022-07-30,6000,4901.72,EUR,CUST006
1820,2020-06-12,6000,677.22,EUR,CUST001
1821,2022-11-20,7000,1926.53,EUR,CUST013
1822,2022-02-09,7000,819.8,EUR,CUST004
1823,2024-02-05,7000,3389.74,EUR,CUST010
1824,2022-06-25,6000,2388.94,EUR,CUST007
1825,2022-03-17,7000,2431.43,EUR,CUST014
1826,2022-03-03,7000,1042.54,EUR,CUST013
1827,2023-02-21,6000,2169.71,EUR,CUST013
1828,2020-05-05,7000,2461.82,EUR,CUST020
1829,2020-12-26,7000,1023.64,EUR,CUST007
1830,2022-01-04,7000,4340.92,EUR,CUST003
1831,2024-03-16,6000,3915.28,EUR,CUST006
1832,2021-07-23,6000,2231.09,EUR,CUST018
1833,2020-03-11,7000,2458.57,EUR,CUST016
1834,2024-07-02,6000,2672.84,EUR,CUST014
1835,2023-08-19,6000,191.68,EUR,CUST012
1836,2022-05-30,7000,3578.93,EUR,CUST001
1837,2019-10-27,7000,3932.94,EUR,CUST009
1838,2024-10-10,6000,2782.25,EUR,CUST009
1839,2020-03-29,7000,3284.87,EUR,CUST018
1840,2020-02-07,7000,2797.83,EUR,CUST012
1841,2023-01-12,6000,3426.86,EUR,CUST014
1842,2020-11-09,6000,1520.9,EUR,CUST008
1843,2020-06-04,6000,2920.65,EUR,CUST002
1844,2025-04-06,7000,2720.4,EUR,CUST011
1845,2024-02-20,7000,4922.27,EUR,CUST016
1846,2025-07-13,7000,1765.02,EUR,CUST004
1847,2019-11-10,6000,4103.53,EUR,CUST002
1848,2023-02-26,7000,3754.03,EUR,CUST001
1849,2020-12-01,7000,2194.38,EUR,CUST001
1850,2023-06-10,7000,4783.1,EUR,CUST007
1851,2022-10-08,7000,705.51,EUR,CUST015
1852,2024-01-04,6000,131.32,EUR,CUST015
1853,2020-05-17,7000,1302.25,EUR,CUST013
1854,2024-07-13,6000,2474.15,EUR,CUST010
1855,2025-02-21,6000,4878.76,EUR,CUST012
1856,2022-08-31,6000,3088.85,EUR,CUST015
1857,2019-10-01,7000,1219.68,EUR,CUST017
1858,2019-11-01,6000,3295.1,EUR,CUST013
1859,2023-05-13,6000,2454.74,EUR,CUST009
1860,2023-10-07,6000,257.4,EUR,CUST004
1861,2022-03-17,7000,2930.19,EUR,CUST013
1862,2025-07-04,7000,4660.21,EUR,CUST010
1863,2025-03-26,7000,3865.01,EUR,CUST019
1864,2024-12-06,7000,4528.82,EUR,CUST017
1865,2019-10-01,6000,1340.75,EUR,CUST012
1866,2024-07-02,6000,3646.06,EUR,CUST007
1867,2025-07-28,6000,3935.03,EUR,CUST009
1868,2024-05-17,7000,154.65,EUR,CUST008
1869,2024-01-09,6000,4859.74,EUR,CUST004
1870,2023-12-08,6000,899.85,EUR,CUST007
1871,2024-06-24,7000,4542.8,EUR,CUST009
1872,2021-01-06,6000,4722.33,EUR,CUST019
1873,2024-10-06,6000,4799.91,EUR,CUST008
1874,2023-08-26,6000,1584.61,EUR,CUST009
1875,2023-03-08,7000,4322.03,EUR,CUST009
1876,2019-11-04,7000,1132.7,EUR,CUST016
1877,2024-04-25,7000,287.25,EUR,CUST008
1878,2020-03-28,6000,2548.48,EUR,CUST004
1879,2023-04-04,6000,1441.91,EUR,CUST017
1880,2024-02-27,7000,1842.9,EUR,CUST018
1881,2021-02-02,6000,368.28,EUR,CUST016
1882,2024-11-06,7000,1713.92,EUR,CUST015
1883,2020-11-15,6000,3246.03,EUR,CUST018
1884,2020-04-18,6000,4315.8,EUR,CUST012
1885,2022-01-14,6000,1987.19,EUR,CUST003
1886,2024-02-26,6000,3670.51,EUR,CUST011
1887,2024-03-29,7000,234.39,EUR,CUST001
1888,2024-06-14,6000,1410.31,EUR,CUST009
1889,2020-07-14,7000,823.25,EUR,CUST017
1890,2022-10-09,6000,320.1,EUR,CUST020
1891,2023-05-20,6000,1328.88,EUR,CUST011
1892,2025-08-09,6000,4449.39,EUR,CUST013
1893,2023-02-11,7000,1717.2,EUR,CUST008
1894,2020-01-05,6000,4294.4,EUR,CUST011
1895,2022-04-16,6000,834.94,EUR,CUST018
1896,2025-08-27,7000,2057.29,EUR,CUST010
1897,2022-05-23,7000,1326.46,EUR,CUST015
1898,2022-09-20,6000,1346.83,EUR,CUST001
1899,2020-09-19,6000,3365.84,EUR,CUST013
1900,2019-11-05,6000,4109.45,EUR,CUST002
1901,2020-11-08,6000,3078.87,EUR,CUST010
1902,2020-01-24,7000,642.22,EUR,CUST013
1903,2025-03-15,6000,1043.55,EUR,CUST001
1904,2023-11-16,7000,2219.43,EUR,CUST007
1905,2023-02-09,7000,889.47,EUR,CUST007
1906,2021-11-02,7000,1863.89,EUR,CUST010
1907,2020-08-04,7000,743.72,EUR,CUST004
1908,2024-11-27,6000,3540.93,EUR,CUST009
1909,2025-04-26,7000,270.24,EUR,CUST005
1910,2023-01-06,7000,1057.79,EUR,CUST009
1911,2020-11-14,6000,4812.16,EUR,CUST017
1912,2024-12-16,6000,3688.57,EUR,CUST014
1913,2019-11-05,7000,3002.14,EUR,CUST015
1914,2024-11-30,6000,317.08,EUR,CUST019
1915,2020-08-23,6000,2813.14,EUR,CUST009
1916,2021-08-26,7000,1270.83,EUR,CUST020
1917,2023-07-28,6000,4273.01,EUR,CUST013
1918,2024-08-12,6000,1853.6,EUR,CUST004
1919,2021-07-08,7000,582.89,EUR,CUST009
1920,2021-04-10,7000,2901.22,EUR,CUST011
1921,2025-04-05,7000,3384.49,EUR,CUST008
1922,2021-05-12,6000,557.38,EUR,CUST005
1923,2019-10-07,7000,2690.07,EUR,CUST015
1924,2022-09-11,6000,236.96,EUR,CUST017
1925,2020-02-25,7000,4766.7,EUR,CUST017
1926,2025-09-09,7000,3044.98,EUR,CUST005
1927,2020-08-17,7000,857.44,EUR,CUST018
1928,2025-07-20,6000,733.1,EUR,CUST018
1929,2023-07-21,7000,2418.01,EUR,CUST011
1930,2022-02-05,7000,2414.84,EUR,CUST019
1931,2020-10-13,6000,146.94,EUR,CUST010
1932,2023-04-27,7000,3711.18,EUR,CUST006
1933,2019-11-23,7000,3757.89,EUR,CUST012
1934,2024-01-06,6000,292.55,EUR,CUST004
1935,2025-09-27,7000,1596.8,EUR,CUST015
1936,2024-04-17,6000,1967.84,EUR,CUST015
1937,2024-02-22,6000,140.92,EUR,CUST005
1938,2023-10-09,6000,2461.14,EUR,CUST012
1939,2021-05-21,7000,2706.97,EUR,CUST003
1940,2025-05-25,7000,4684.71,EUR,CUST012
1941,2022-07-25,6000,4592.71,EUR,CUST005
1942,2022-08-12,7000,874.97,EUR,CUST014
1943,2023-03-19,6000,3274.8,EUR,CUST004
1944,2024-07-24,6000,230.49,EUR,CUST018
1945,2022-08-04,7000,2558.28,EUR,CUST015
1946,2025-08-06,6000,501.67,EUR,CUST008
1947,2025-02-03,7000,2417.63,EUR,CUST014
1948,2025-01-18,7000,3088.5,EUR,CUST014
1949,2022-06-29,6000,2356.33,EUR,CUST018
1950,2024-03-10,6000,4482.73,EUR,CUST017
1951,2021-08-28,7000,4264.51,EUR,CUST017
1952,2020-01-06,7000,4277.87,EUR,CUST014
1953,2020-10-09,7000,2327.73,EUR,CUST012
1954,2024-06-28,7000,4669.27,EUR,CUST020
1955,2024-11-30,6000,615.24,EUR,CUST004
1956,2022-11-02,6000,2714.43,EUR,CUST020
1957,2020-02-14,7000,1133.02,EUR,CUST004
1958,2022-07-07,7000,2691.45,EUR,CUST012
1959,2024-08-16,7000,2918.82,EUR,CUST020
1960,2020-08-23,7000,4137.93,EUR,CUST016
1961,2021-01-30,7000,3189.98,EUR,CUST013
1962,2023-12-18,6000,698.11,EUR,CUST013
1963,2022-05-26,7000,577.71,EUR,CUST013
1964,2020-06-10,7000,3745.03,EUR,CUST005
1965,2023-03-05,7000,3309.05,EUR,CUST013
1966,2022-03-07,6000,1855.22,EUR,CUST014
1967,2025-05-10,6000,3595.24,EUR,CUST010
1968,2023-08-19,7000,4960.84,EUR,CUST005
1969,2021-04-13,6000,1089.41,EUR,CUST010
1970,2021-01-09,6000,3879.44,EUR,CUST018
1971,2023-06-30,7000,477.29,EUR,CUST005
1972,2023-09-25,6000,966.46,EUR,CUST003
1973,2021-12-28,7000,4652.96,EUR,CUST005
1974,2023-10-10,7000,2203.12,EUR,CUST014
1975,2019-10-13,6000,4974.98,EUR,CUST001
1976,2025-01-30,7000,4141.01,EUR,CUST004
1977,2021-02-24,6000,285.11,EUR,CUST019
1978,2022-06-09,6000,3923.5,EUR,CUST003
1979,2024-12-24,7000,2273.48,EUR,CUST002
1980,2019-10-30,6000,3625.81,EUR,CUST008
1981,2020-01-22,7000,1274.5,EUR,CUST003
1982,2020-10-02,6000,843.37,EUR,CUST014
1983,2021-07-07,7000,904.02,EUR,CUST007
1984,2019-10-10,6000,3223.05,EUR,CUST016
1985,2025-05-14,6000,3466.05,EUR,CUST012
1986,2019-10-24,6000,3892.38,EUR,CUST020
1987,2022-03-27,7000,3836.15,EUR,CUST016
1988,2025-03-03,6000,2662.34,EUR,CUST017
1989,2025-03-25,6000,4208.67,EUR,CUST018
1990,2022-03-14,7000,4336.5,EUR,CUST020
1991,2023-03-14,6000,4984.21,EUR,CUST017
1992,2020-09-27,7000,4483.92,EUR,CUST008
1993,2022-12-20,6000,3904.22,EUR,CUST001
1994,2023-05-17,7000,2114.98,EUR,CUST001
1995,2021-09-28,6000,2158.08,EUR,CUST017
1996,2019-12-24,6000,3471.18,EUR,CUST009
1997,2022-05-06,6000,4246.13,EUR,CUST006
1998,2019-12-13,6000,980.18,EUR,CUST002
1999,2022-05-09,6000,509.93,EUR,CUST012
2000,2022-03-19,7000,2079.29,EUR,CUST013
2001,2019-12-08,6000,4837.74,EUR,CUST008
2002,2020-08-14,6000,452.85,EUR,CUST015
2003,2024-09-01,6000,3522.99,EUR,CUST016
2004,2020-01-27,6000,1999.46,EUR,CUST019
2005,2024-02-09,7000,1714.3,EUR,CUST020
2006,2021-12-24,7000,863.29,EUR,CUST012
2007,2022-07-02,6000,2453.29,EUR,CUST014
2008,2019-10-30,7000,444.57,EUR,CUST020
2009,2022-05-30,7000,2564.15,EUR,CUST006
2010,2023-04-07,6000,2948.73,EUR,CUST009
2011,2019-09-30,6000,1345.59,EUR,CUST008
2012,2022-07-12,7000,2883.36,EUR,CUST001
2013,2021-07-05,7000,2334.98,EUR,CUST020
2014,2024-06-10,6000,4220.22,EUR,CUST019
2015,2023-06-11,6000,2895.81,EUR,CUST018
2016,2021-04-04,6000,2800.55,EUR,CUST016
2017,2023-06-23,7000,382.86,EUR,CUST019
2018,2024-09-12,7000,3884.48,EUR,CUST015
2019,2025-06-05,7000,1840.34,EUR,CUST002
2020,2021-07-26,6000,715.85,EUR,CUST007
2021,2023-06-12,6000,274.73,EUR,CUST010
2022,2024-03-05,7000,4150.81,EUR,CUST015
2023,2024-09-17,6000,3881.55,EUR,CUST001
2024,2020-06-20,6000,4667.13,EUR,CUST008
2025,2024-11-16,6000,3237.13,EUR,CUST015
2026,2025-03-16,7000,936.08,EUR,CUST016
2027,2025-02-06,6000,4697.29,EUR,CUST012
2028,2023-08-22,6000,1132.84,EUR,CUST019
2029,2024-10-25,6000,3177.36,EUR,CUST008
2030,2019-10-02,7000,3658.36,EUR,CUST009
2031,2025-09-09,6000,2605.96,EUR,CUST019
2032,2023-01-06,7000,3635.53,EUR,CUST004
2033,2023-03-07,6000,2378.85,EUR,CUST007
2034,2020-05-17,6000,1417.59,EUR,CUST019
2035,2020-06-29,7000,2792.46,EUR,CUST018
2036,2020-05-07,6000,2468.05,EUR,CUST016
2037,2023-07-10,7000,946.92,EUR,CUST018
2038,2024-12-09,7000,3946.3,EUR,CUST007
2039,2025-03-16,6000,2939.7,EUR,CUST014
2040,2024-02-21,6000,1334.37,EUR,CUST015
2041,2023-03-05,6000,4876.77,EUR,CUST007
2042,2024-08-07,7000,2986.73,EUR,CUST020
2043,2023-02-19,7000,1377.24,EUR,CUST020
2044,2021-05-27,7000,1500.01,EUR,CUST018
2045,2024-03-01,7000,3443.4,EUR,CUST016
2046,2024-12-01,7000,2804.36,EUR,CUST020
2047,2024-07-13,6000,1025.57,EUR,CUST016
2048,2019-12-26,7000,295.29,EUR,CUST004
2049,2021-09-13,7000,2299.23,EUR,CUST016
2050,2024-01-24,7000,1725.94,EUR,CUST015
2051,2022-08-17,7000,3291.53,EUR,CUST009
2052,2021-09-25,7000,3162.34,EUR,CUST018
2053,2020-12-15,7000,1872.79,EUR,CUST008
2054,2025-01-03,7000,3560.3,EUR,CUST003
2055,2024-08-13,7000,1829.61,EUR,CUST010
2056,2022-04-04,6000,909.52,EUR,CUST003
2057,2023-10-30,7000,3583.95,EUR,CUST015
2058,2021-07-23,6000,241.69,EUR,CUST013
2059,2021-10-03,7000,3706.71,EUR,CUST009
2060,2025-01-19,6000,3500.41,EUR,CUST010
2061,2023-05-11,7000,1425.07,EUR,CUST011
2062,2025-03-17,7000,1580.56,EUR,CUST019
2063,2023-05-21,7000,3193.83,EUR,CUST012
2064,2024-04-17,6000,1990.19,EUR,CUST012
2065,2020-12-19,7000,4940.96,EUR,CUST019
2066,2024-02-06,7000,640.31,EUR,CUST012
2067,2020-11-28,7000,3902.91,EUR,CUST014
2068,2022-06-15,6000,905.91,EUR,CUST005
2069,2022-12-12,6000,3596.85,EUR,CUST019
2070,2024-12-16,7000,920.25,EUR,CUST015
2071,2023-06-03,6000,3414.03,EUR,CUST007
2072,2025-05-03,7000,2270.38,EUR,CUST005
2073,2021-07-08,7000,1960.11,EUR,CUST019
2074,2025-06-09,6000,4360.88,EUR,CUST010
2075,2024-03-04,7000,1257.45,EUR,CUST013
2076,2020-03-12,6000,1791.31,EUR,CUST011
2077,2019-10-25,7000,2109.78,EUR,CUST010
2078,2022-01-20,6000,289.51,EUR,CUST015
2079,2023-04-28,6000,549.57,EUR,CUST011
2080,2020-11-03,7000,2144.14,EUR,CUST018
2081,2021-03-01,7000,3487.35,EUR,CUST008
2082,2022-11-21,6000,935.61,EUR,CUST006
2083,2024-03-30,6000,1131.92,EUR,CUST012
2084,2020-03-15,7000,2668.67,EUR,CUST017
2085,2022-02-03,6000,1402.23,EUR,CUST019
2086,2020-06-21,6000,2730.4,EUR,CUST007
2087,2021-06-11,7000,3521.67,EUR,CUST014
2088,2019-12-18,7000,2830.12,EUR,CUST005
2089,2021-10-02,7000,1558.73,EUR,CUST020
2090,2023-04-29,7000,3967.45,EUR,CUST004
2091,2021-04-04,6000,1557.7,EUR,CUST003
2092,2024-07-19,6000,1792.31,EUR,CUST017
2093,2019-12-12,6000,3123.33,EUR,CUST019
2094,2019-12-16,6000,3061.1,EUR,CUST005
2095,2023-03-16,7000,2768.48,EUR,CUST010
2096,2020-11-23,7000,1967.68,EUR,CUST020
2097,2022-03-22,7000,2725.96,EUR,CUST008
2098,2023-02-04,7000,4641.48,EUR,CUST007
2099,2024-11-19,7000,3285.67,EUR,CUST003
2100,2021-10-24,6000,1378.45,EUR,CUST010
2101,2025-08-09,6000,1764.5,EUR,CUST005
2102,2022-07-28,6000,4618.9,EUR,CUST020
2103,2024-09-09,6000,4251.91,EUR,CUST014
2104,2023-12-27,6000,3357.31,EUR,CUST010
2105,2022-03-23,7000,2677.48,EUR,CUST016
2106,2023-05-24,7000,786.26,EUR,CUST011
2107,2023-11-07,6000,4599.15,EUR,CUST018
2108,2021-12-21,6000,3397.11,EUR,CUST014
2109,2020-11-06,6000,4297.39,EUR,CUST009
2110,2024-11-30,7000,1247.09,EUR,CUST014
2111,2023-10-29,7000,1461.76,EUR,CUST002
2112,2020-06-11,6000,3100.98,EUR,CUST006
2113,2020-10-05,6000,141.94,EUR,CUST011
2114,2022-08-02,7000,2142.06,EUR,CUST010
2115,2022-01-02,7000,2699.87,EUR,CUST005
2116,2023-11-29,7000,1672.98,EUR,CUST012
2117,2023-08-25,6000,3091.83,EUR,CUST008
2118,2023-11-11,7000,2825.87,EUR,CUST005
2119,2024-04-04,7000,2903.5,EUR,CUST003
2120,2020-03-28,7000,1018.89,EUR,CUST014
2121,2021-04-08,6000,4902.75,EUR,CUST010
2122,2021-04-12,6000,4943.54,EUR,CUST020
2123,2020-10-10,6000,2124.95,EUR,CUST010
2124,2025-09-10,6000,3353.31,EUR,CUST018
2125,2024-05-24,6000,4761.4,EUR,CUST016
2126,2019-10-20,7000,2185.47,EUR,CUST015
2127,2020-06-08,6000,578.6,EUR,CUST015
2128,2023-05-08,6000,673.2,EUR,CUST016
2129,2024-01-08,6000,4188.38,EUR,CUST019
2130,2022-12-02,7000,176.57,EUR,CUST005
2131,2024-09-09,6000,2613.06,EUR,CUST010
2132,2023-10-27,7000,1070.05,EUR,CUST003
2133,2020-01-26,6000,4568.84,EUR,CUST006
2134,2022-04-06,6000,2398.22,EUR,CUST012
2135,2024-01-14,7000,2396.17,EUR,CUST019
2136,2025-05-14,6000,3779.33,EUR,CUST019
2137,2024-12-08,7000,320.03,EUR,CUST007
2138,2020-11-03,6000,1346.45,EUR,CUST003
2139,2021-12-19,6000,4419.51,EUR,CUST003
2140,2022-10-14,7000,3957.87,EUR,CUST006
2141,2023-04-11,7000,2825.94,EUR,CUST010
2142,2024-10-06,7000,4055.7,EUR,CUST017
2143,2025-09-16,6000,888.06,EUR,CUST018
2144,2024-09-04,6000,1271.76,EUR,CUST017
2145,2023-04-02,7000,3666.64,EUR,CUST018
2146,2023-12-20,6000,4015.82,EUR,CUST005
2147,2025-02-24,6000,2233.84,EUR,CUST014
2148,2023-06-30,7000,3417.72,EUR,CUST009
2149,2019-11-25,7000,3023.22,EUR,CUST001
2150,2024-01-21,7000,2084.7,EUR,CUST007
2151,2025-09-25,7000,520.8,EUR,CUST009
2152,2020-10-28,6000,4541.43,EUR,CUST008
2153,2024-06-23,6000,613.62,EUR,CUST015
2154,2020-06-04,6000,3109.25,EUR,CUST013
2155,2022-06-04,6000,2989.67,EUR,CUST007
2156,2024-12-12,7000,4447.2,EUR,CUST007
2157,2021-05-01,7000,1513.08,EUR,CUST017
2158,2019-11-20,6000,3649.29,EUR,CUST011
2159,2021-12-18,7000,1882.77,EUR,CUST004
2160,2020-08-21,6000,2314.39,EUR,CUST014
2161,2023-11-28,6000,3603.03,EUR,CUST017
2162,2025-03-14,6000,2388.15,EUR,CUST009
2163,2023-10-03,7000,4787.12,EUR,CUST006
2164,2020-04-11,6000,1177.33,EUR,CUST019
2165,2022-04-06,6000,826.27,EUR,CUST018
2166,2023-02-10,6000,1571.09,EUR,CUST005
2167,2020-03-06,7000,329.36,EUR,CUST019
2168,2020-12-06,6000,764.97,EUR,CUST004
2169,2025-05-17,7000,1091.82,EUR,CUST006
2170,2021-03-29,7000,673.51,EUR,CUST010
2171,2025-03-28,6000,161.0,EUR,CUST001
2172,2023-11-28,7000,4880.58,EUR,CUST010
2173,2020-06-15,6000,523.91,EUR,CUST017
2174,2022-12-17,7000,3575.67,EUR,CUST011
2175,2022-01-23,6000,1783.46,EUR,CUST001
2176,2024-06-01,7000,4407.27,EUR,CUST001
2177,2022-04-11,6000,4343.17,EUR,CUST007
2178,2022-07-06,6000,3043.71,EUR,CUST018
2179,2025-05-27,7000,1110.39,EUR,CUST002
2180,2023-10-27,7000,4262.02,EUR,CUST006
2181,2023-09-07,6000,3624.35,EUR,CUST004
2182,2025-08-11,6000,128.05,EUR,CUST014
2183,2024-05-24,6000,1183.97,EUR,CUST003
2184,2020-07-12,7000,878.25,EUR,CUST009
2185,2024-04-21,6000,578.94,EUR,CUST017
2186,2023-10-01,6000,2872.8,EUR,CUST010
2187,2022-08-29,6000,2912.58,EUR,CUST008
2188,2021-12-22,6000,3138.13,EUR,CUST013
2189,2023-07-13,7000,1442.98,EUR,CUST010
2190,2025-06-21,6000,157.33,EUR,CUST012
2191,2023-05-16,7000,4992.27,EUR,CUST008
2192,2021-02-28,6000,4002.82,EUR,CUST001
2193,2023-09-22,7000,2248.11,EUR,CUST013
2194,2025-09-26,6000,3410.55,EUR,CUST018
2195,2025-05-30,6000,4959.94,EUR,CUST004
2196,2020-12-13,7000,3081.35,EUR,CUST014
2197,2025-08-17,6000,4113.74,EUR,CUST020
